999.046 3.67351e-12
999.046 -2.75122e-11
999.046 1.97247e-11
999.046 7.74492e-11
999.046 1.34321e-10
999.046 1.92131e-10
999.046 2.51248e-10
999.046 3.0451e-10
999.046 3.63116e-10
999.046 4.24222e-10
999.046 4.90047e-10
999.046 5.48823e-10
999.046 5.98959e-10
999.046 6.63078e-10
999.046 7.30779e-10
999.046 7.86713e-10
999.046 8.39407e-10
999.046 8.92896e-10
999.046 9.40815e-10
999.046 9.93793e-10
999.046 1.04373e-09
999.046 1.09324e-09
999.046 1.14601e-09
999.046 1.19881e-09
999.046 1.25216e-09
999.046 1.30493e-09
999.046 1.35594e-09
999.046 1.4069e-09
999.046 1.45846e-09
999.046 1.50931e-09
999.046 1.55592e-09
999.046 1.60236e-09
999.046 1.65306e-09
999.046 7.9649e-10
999.046 -5.73891e-10
999.046 -1.95189e-09
999.046 -3.31619e-09
999.046 -4.68577e-09
999.046 -6.05496e-09
999.046 -7.41807e-09
999.046 -8.7926e-09
999.046 -1.01568e-08
999.046 -1.15404e-08
999.046 -1.29164e-08
999.046 -1.42886e-08
999.046 -1.56638e-08
999.046 -1.70386e-08
999.046 -1.84127e-08
999.046 -1.97884e-08
999.046 -2.11617e-08
999.046 -2.25336e-08
999.046 -2.39028e-08
999.046 -2.52764e-08
999.046 -2.66435e-08
999.046 -2.80092e-08
999.046 -2.9381e-08
999.046 -3.07447e-08
999.046 -3.21199e-08
999.046 -3.34853e-08
999.046 -3.48543e-08
999.046 -3.62317e-08
999.046 -3.75986e-08
999.046 -3.89596e-08
999.046 -4.03277e-08
999.046 -4.16903e-08
999.046 -4.30703e-08
999.046 -4.44441e-08
999.046 -4.58177e-08
999.046 -4.71912e-08
999.046 -4.85637e-08
999.046 -4.99402e-08
999.046 -5.13143e-08
999.046 -5.26909e-08
999.046 -5.40649e-08
999.046 -5.54395e-08
999.046 -5.68158e-08
999.046 -5.8191e-08
999.046 -5.95657e-08
999.046 -6.09413e-08
999.046 -6.23156e-08
999.046 -6.36928e-08
999.046 -6.50822e-08
999.046 -6.64673e-08
999.046 -6.78522e-08
999.046 -6.92364e-08
999.046 -7.06282e-08
999.046 -7.2016e-08
999.046 -7.34009e-08
999.046 -7.47806e-08
999.046 -7.61534e-08
999.046 -7.75306e-08
999.046 -7.89269e-08
999.046 -8.03152e-08
999.046 -8.16978e-08
999.046 -8.30929e-08
999.046 -8.44809e-08
999.046 -8.58762e-08
999.046 -8.72707e-08
999.046 -8.86636e-08
999.046 -9.00568e-08
999.046 -9.14511e-08
999.046 -9.28463e-08
999.046 -9.42443e-08
999.046 -9.56437e-08
999.046 -9.7036e-08
999.046 -9.84276e-08
999.046 -9.98194e-08
999.046 -1.01214e-07
999.046 -1.02613e-07
999.046 -1.03995e-07
999.046 -1.05388e-07
999.046 -1.0678e-07
999.046 -1.0818e-07
999.046 -1.09582e-07
999.046 -1.10966e-07
999.046 -1.12356e-07
999.046 -1.1376e-07
999.046 -1.15158e-07
999.046 -1.16555e-07
999.046 -1.17962e-07
999.046 -1.19359e-07
999.046 -1.20751e-07
999.046 -1.22152e-07
999.046 -1.23549e-07
999.046 -1.24945e-07
999.046 -1.2634e-07
999.046 -1.27734e-07
999.046 -1.2913e-07
999.046 -1.30525e-07
999.046 -1.3192e-07
999.046 -1.33317e-07
999.046 -1.34716e-07
999.046 -1.36118e-07
999.046 -1.37508e-07
999.046 -1.38914e-07
999.046 -1.40319e-07
999.046 -1.4172e-07
999.046 -1.4312e-07
999.046 -1.44519e-07
999.046 -1.45912e-07
999.046 -1.47293e-07
999.046 -1.48692e-07
999.046 -1.50089e-07
999.046 -1.51494e-07
999.046 -1.5289e-07
999.046 -1.54292e-07
999.046 -1.55694e-07
999.046 -1.57092e-07
999.046 -1.58493e-07
999.046 -1.59893e-07
999.046 -1.61293e-07
999.046 -1.62693e-07
999.046 -1.64092e-07
999.046 -1.65489e-07
999.046 -1.66881e-07
999.046 -1.68281e-07
999.046 -1.69683e-07
999.046 -1.7108e-07
999.046 -1.72481e-07
999.046 -1.73879e-07
999.046 -1.75282e-07
999.046 -1.76675e-07
999.046 -1.78074e-07
999.046 -1.79462e-07
999.046 -1.80874e-07
999.046 -1.82272e-07
999.046 -1.83678e-07
999.046 -1.85079e-07
999.046 -1.86482e-07
999.046 -1.8789e-07
999.046 -1.89304e-07
999.046 -1.90713e-07
999.046 -1.92126e-07
999.046 -1.93537e-07
999.046 -1.94947e-07
999.046 -1.96357e-07
999.046 -1.97769e-07
999.046 -1.99185e-07
999.046 -2.00603e-07
999.046 -2.02007e-07
999.046 -2.03423e-07
999.046 -2.04838e-07
999.046 -2.06258e-07
999.046 -2.07679e-07
999.046 -2.09105e-07
999.046 -2.10529e-07
999.046 -2.11936e-07
999.046 -2.13348e-07
999.046 -2.14765e-07
999.046 -2.16183e-07
999.046 -2.17588e-07
999.046 -2.19011e-07
999.046 -2.20422e-07
999.046 -2.21842e-07
999.046 -2.23259e-07
999.046 -2.24674e-07
999.046 -2.26088e-07
999.046 -2.27503e-07
999.046 -2.2892e-07
999.046 -2.30337e-07
999.046 -2.31753e-07
999.046 -2.33164e-07
999.046 -2.34578e-07
999.046 -2.35988e-07
999.046 -2.374e-07
999.046 -2.38815e-07
999.046 -2.40227e-07
999.046 -2.41643e-07
999.046 -2.43063e-07
999.046 -2.4448e-07
999.046 -2.45892e-07
999.046 -2.4729e-07
999.046 -2.48702e-07
